Timestamp,Issue_Key,Issue_Type,Status,Priority,Assignee,Reporter,Story_Points,Resolution_Time,Comments_Count
11-05-2024 21:56,po-5231,Bug,Closed,High,Anne Bishop,Brian Noble,7,70,19
14-05-2024 08:21,Fk-6647,Task,Open,Low,Joseph Nixon,Sara Bruce,2,64,3
17-05-2024 12:46,fF-4403,Bug,Open,High,Roy Stephens,Brenda Mclean,9,49,15
12-05-2024 07:43,sH-1172,Bug,Closed,High,Charles Mckay,Alexander Moreno,9,24,14
15-05-2024 05:16,pk-3437,Story,Resolved,Medium,Tony Morales,Patricia Carter,9,3,13
15-05-2024 10:37,DG-8861,Bug,Open,Low,Melissa Boone,Thomas Crawford,9,73,16
11-05-2024 13:21,yD-2098,Story,Closed,Medium,Cody Lewis,Karen Young,2,54,1
13-05-2024 03:10,MN-5758,Bug,In Progress,High,Michelle Salas,Edward Kelley,7,31,8
10-05-2024 07:55,vy-6961,Story,Open,High,Kelly Riley,Julie Cuevas,3,43,12
09-05-2024 05:39,st-5939,Story,Closed,High,Joseph Montgomery,Angela Jones,6,73,6
15-05-2024 08:34,XL-0292,Bug,Resolved,High,Brittany Black,Stephen Perez,7,47,6
14-05-2024 07:12,yz-6658,Task,Resolved,Low,Lori Mack,Sheila Wilkinson,2,99,18
10-05-2024 07:28,Sx-4406,Task,Resolved,High,Charles Russell,Matthew Russell,8,84,9
11-05-2024 06:08,XB-1610,Bug,Closed,High,Andrew Cisneros,Christy Carey,1,45,8
12-05-2024 21:01,Ge-6606,Story,Closed,Low,Katherine Gibson,Robin Morgan,7,19,18
11-05-2024 01:53,WL-0914,Story,Open,Medium,James Johnson,Tammy Beard,1,37,19
14-05-2024 07:20,wg-7536,Task,Resolved,Low,Debbie Carter,Jaclyn Roberts,3,64,6
16-05-2024 01:53,Xi-2391,Bug,In Progress,High,Olivia Barrett,Elizabeth Garner,1,92,12
09-05-2024 11:58,cP-6259,Story,In Progress,Low,Keith Lozano,Steven Carney,2,57,6
12-05-2024 08:14,YN-9609,Story,Closed,High,Cynthia Diaz,Benjamin Olson,2,82,8
12-05-2024 16:10,EM-9874,Bug,Resolved,Medium,Ryan Maldonado,Devin Lucero,1,62,1
10-05-2024 05:08,zz-1665,Story,In Progress,Medium,Kristi Bartlett,Robin Miller,7,35,2
13-05-2024 04:18,ki-9255,Bug,In Progress,High,Joseph Anderson,Mr. Matthew Davis MD,2,99,2
10-05-2024 05:06,sc-1359,Bug,Closed,Low,Laura Davis,Kristin Conway,4,72,13
14-05-2024 16:42,aR-3912,Story,Resolved,High,Patrick Norris,Crystal Romero,7,38,11
16-05-2024 09:32,mi-8496,Task,In Progress,High,Brittany Bautista,Sheena Smith,2,26,3
18-05-2024 04:49,gJ-3736,Story,Closed,Low,Nathaniel Weaver,Kimberly Harris,2,80,9
09-05-2024 21:56,jR-3701,Task,Resolved,Low,Adam Howell,James Aguilar,2,8,19
16-05-2024 20:25,hw-4579,Task,Closed,Medium,Barbara Sanders,Matthew Myers,7,47,5
13-05-2024 17:18,WN-5108,Task,Resolved,Low,Jasmin White,Katherine Patrick,4,19,5
14-05-2024 08:04,Fa-8483,Bug,Closed,Low,Samantha Wilkins,Cody Miller,3,77,11
17-05-2024 04:08,PD-1154,Task,Closed,Medium,Sydney Evans,James Martinez,4,95,18
10-05-2024 09:55,Ye-5189,Task,Closed,Medium,Penny Shepherd,Kimberly Torres,4,33,15
12-05-2024 02:38,Aq-1531,Bug,In Progress,High,Karen Dyer,Sheri Alexander,4,37,1
17-05-2024 15:54,Qo-4567,Task,Closed,High,Michelle Harper,Garrett Martinez,7,14,12
11-05-2024 02:27,Fq-7780,Story,Closed,Low,Louis Swanson,Alexander Hall,2,35,2
11-05-2024 11:21,Rc-5981,Story,In Progress,Medium,Michelle Kelly,Amber Ingram,9,35,6
14-05-2024 20:35,sj-6234,Story,Open,High,William Cox,Jason Garcia,8,12,4
16-05-2024 23:35,Te-0483,Task,Resolved,Medium,Steven Tanner,Tyrone Preston,2,55,9
12-05-2024 01:20,Jy-2456,Story,Closed,Medium,Jocelyn Turner,Shawn Wood,7,74,18
15-05-2024 15:47,qS-7782,Story,Closed,High,Adam Kramer,Elizabeth Brown,5,67,15
13-05-2024 03:21,Ex-1407,Bug,Resolved,Medium,Katelyn Adkins,Kara Browning,4,70,5
16-05-2024 17:45,EB-4466,Task,Closed,High,Lance Blackwell,Timothy Scott,4,36,14
11-05-2024 19:56,Rj-1613,Task,Closed,Low,Christopher Smith,Paige Rodriguez,9,17,13
12-05-2024 06:48,Xo-9298,Task,In Progress,High,Richard Olson,Sydney Crawford,10,65,8
18-05-2024 05:12,FW-5569,Task,Resolved,High,Christina Fisher,Aaron Nielsen,7,61,9
12-05-2024 18:30,oG-0917,Task,In Progress,Low,Brian Robbins,Nathan Scott,4,60,20
10-05-2024 12:16,Zw-9125,Story,In Progress,High,Karen Mendoza,Mindy Wolfe,7,22,16
09-05-2024 01:48,Jv-0196,Story,In Progress,Medium,Kaitlyn Henry,Morgan Cook,4,99,0
17-05-2024 00:22,xc-8211,Story,Open,Medium,Robert Norton,Rachel Oconnor,5,29,10
09-05-2024 12:47,lp-8111,Bug,Resolved,Low,Debra Andrews,Kevin Thomas,5,44,12
16-05-2024 04:30,PS-9149,Task,Resolved,Medium,Dana Lewis,Michelle Hoffman,9,83,10
11-05-2024 15:24,WH-9566,Task,Open,Medium,Dean Morgan,Jason Carter,9,53,3
14-05-2024 17:07,Lz-2478,Bug,Closed,Low,Matthew Adams PhD,Dr. Leslie Cain,5,36,9
09-05-2024 16:53,BU-5251,Story,Closed,Low,Lisa Glenn,Derek Sellers,8,47,14
09-05-2024 01:10,VK-5379,Task,Closed,Low,Caleb Gonzalez,Charles Booth,6,50,4
15-05-2024 23:22,cO-7921,Task,Open,High,Sarah Ellis,Janet Dean,1,18,18
17-05-2024 13:14,JA-2775,Bug,Closed,Low,Laura Gibson,Kevin Green,8,79,7
14-05-2024 18:29,qw-1017,Task,In Progress,Medium,Johnny Roach,Ashley Rangel,6,48,5
14-05-2024 16:18,rz-1310,Task,In Progress,Low,Kari Palmer,Crystal Shaw,10,7,15
13-05-2024 00:28,Vd-7782,Bug,Open,Low,Christian Mendez,Danielle Moore,1,93,15
11-05-2024 02:09,iW-4699,Story,Closed,Medium,Anthony Orozco,James Wood MD,9,77,0
11-05-2024 21:40,yZ-4183,Story,Closed,High,Hannah Clark,Grace Sanchez,7,95,14
16-05-2024 05:26,Kr-4764,Task,Open,Medium,Kathleen Mitchell,Meghan Ramos,6,100,0
14-05-2024 02:22,po-1502,Story,In Progress,Medium,Steven Perry,Brian Kennedy,7,36,6
15-05-2024 09:37,aC-1008,Bug,Open,Medium,Barbara Snow,Devin Ramirez,5,83,9
14-05-2024 01:38,jv-7085,Task,Closed,Medium,Michael Miller,Antonio Welch DVM,10,18,19
17-05-2024 04:47,lL-4377,Bug,Open,Low,Cheryl Collins,Amanda Anderson,9,6,20
08-05-2024 21:44,zW-8259,Story,Open,High,Casey Atkins,Teresa Baker,8,82,0
12-05-2024 16:38,QF-7409,Story,Open,High,Danny Anthony,Amy Davenport,8,44,17
16-05-2024 01:12,WO-1245,Bug,Closed,Low,Angela Norman,Christina Armstrong,3,22,3
11-05-2024 14:54,WA-1947,Story,Resolved,Medium,Richard Harris,Jennifer Gonzalez,1,22,11
11-05-2024 07:05,LM-5285,Story,Closed,Low,Cassandra Brewer,Lisa Lamb,3,76,7
13-05-2024 17:07,Kz-3130,Bug,In Progress,Low,Margaret Newman,Valerie Summers,1,14,11
18-05-2024 00:04,iQ-6330,Task,In Progress,High,Marc Maldonado,Erika Walker,5,28,8
15-05-2024 14:03,pa-6807,Task,Resolved,Medium,Lisa Hardy,Sherri Garcia,1,63,15
16-05-2024 16:37,xe-8867,Story,Resolved,High,Michael Jackson,Ashley Flores,10,82,15
16-05-2024 22:01,Iv-2506,Task,Resolved,Medium,Bonnie Aguirre,Tyler Davis,9,51,3
10-05-2024 08:56,dn-8236,Task,In Progress,Medium,Cameron Smith,Lee Schmidt,1,81,18
09-05-2024 16:32,zz-5229,Story,In Progress,High,Scott Kennedy,Vanessa Floyd,5,46,9
17-05-2024 02:22,Yp-1155,Bug,Closed,High,Jacob Parker,Katie Stevens,7,1,7
12-05-2024 16:56,AH-2805,Bug,Closed,Low,Denise Gibson,Julie Tate,8,47,19
12-05-2024 20:28,rA-9761,Bug,Open,High,Samantha Wood,Nicholas Price,4,91,7
18-05-2024 16:25,gO-5641,Bug,Open,High,Sandra Thomas,John Key,1,68,10
10-05-2024 16:55,rs-1822,Task,Open,Low,Rebecca Horn,Brianna Lucas,1,90,8
12-05-2024 06:24,hm-9283,Story,Closed,High,Thomas Armstrong,Benjamin Frye,3,57,10
10-05-2024 12:33,xR-8113,Story,Open,Low,Sandra Roberson,Eric Dennis,3,35,15
08-05-2024 19:51,Cd-4484,Bug,Closed,Medium,Savannah Daniels,Kenneth Davis,9,59,3
13-05-2024 03:58,mF-8661,Bug,Resolved,Low,Jason Wright,Todd Hunt,6,52,3
14-05-2024 22:51,JL-9944,Story,Closed,High,Jessica Patterson,Randy Ross,9,41,2
15-05-2024 05:51,ks-9235,Task,Open,High,William Roberts,Brandi Scott,7,30,10
12-05-2024 04:31,YG-8935,Story,In Progress,Medium,Jerry Buckley,Thomas Tucker,3,6,4
08-05-2024 22:54,Ip-6459,Task,Open,High,Tami Davis,Stephen Quinn,3,83,19
08-05-2024 23:02,bs-1158,Task,In Progress,Medium,Ashley Carter MD,Sarah Nelson,1,73,15
08-05-2024 19:47,mw-5333,Story,Open,High,Gerald Shaw,Tiffany Brown,3,63,10
13-05-2024 00:33,gY-5061,Task,In Progress,Medium,Anthony Taylor,Ronald Brown,9,56,12
12-05-2024 06:04,pj-4998,Task,Resolved,Medium,Steven Johns,Elizabeth Bullock,3,4,6
10-05-2024 22:08,VI-8806,Task,Resolved,Medium,Amy Rowe,Derek Davis,3,95,14
16-05-2024 00:28,mM-9943,Task,In Progress,High,Kimberly Johnson,Shelby Rodriguez,6,10,12
14-05-2024 04:30,oR-7167,Task,Closed,High,Marisa Johnson,Carlos Snyder,9,27,20
10-05-2024 07:06,Sa-6709,Bug,Closed,High,Sara Lynn,Laura Maynard,3,24,3
14-05-2024 10:26,GZ-5027,Task,Open,Low,Olivia York,Charles Williams,7,67,1
12-05-2024 07:37,av-7867,Task,Open,High,Wesley Ware,Travis Reid,4,57,3
08-05-2024 17:43,wh-9063,Bug,Resolved,High,Tiffany Becker,Michael Hopkins,2,35,14
14-05-2024 21:04,Pt-3766,Story,Resolved,Medium,Lauren Wiggins,Alejandro King,7,53,19
14-05-2024 08:18,PT-7716,Task,Resolved,High,Michelle Weeks,Gary Ward,6,17,17
11-05-2024 01:28,Pc-5399,Task,Closed,Medium,Kara Clark,Travis Payne,1,87,19
08-05-2024 23:52,uU-0689,Bug,In Progress,Low,Susan Andrews,Richard Henderson,8,12,5
09-05-2024 07:11,AI-6518,Bug,Resolved,Low,Angela Mendoza,Daniel Randall,5,63,14
14-05-2024 09:48,JH-2422,Bug,Resolved,High,Ronald Clark PhD,Monica Payne,10,8,13
15-05-2024 15:16,pL-3224,Task,In Progress,Medium,Katrina Rogers,Brian Powell,2,13,17
14-05-2024 01:30,kU-3095,Task,In Progress,Medium,Curtis Owens,Robin Brown,4,39,11
09-05-2024 18:23,di-7880,Task,Open,Low,Justin Reid,David Martinez,4,86,3
17-05-2024 17:49,aC-0485,Story,Closed,Medium,Reginald Pacheco Jr.,Lori Juarez,5,61,4
13-05-2024 08:25,yT-7007,Story,Open,Medium,Jeffrey Chase,Robert Day,10,24,19
16-05-2024 11:24,KW-5775,Bug,Open,Medium,Amy Crawford,John Solomon,6,45,10
12-05-2024 00:07,rU-5962,Story,In Progress,High,Daniel Gomez,Mark Flynn,6,24,13
13-05-2024 09:41,xh-1648,Task,In Progress,Low,Jose West,Ryan Davidson,6,76,18
16-05-2024 23:39,iw-8876,Story,Open,Medium,April Wilkins,Tiffany Rodriguez,7,36,18
18-05-2024 11:49,TP-2860,Story,Open,High,Alex Thompson,Patrick Brady,4,62,1
12-05-2024 18:09,vw-1479,Task,Closed,Low,Angela Schultz,Margaret Brown,5,23,11
18-05-2024 07:31,Pt-7151,Task,In Progress,Low,John Nelson,Jennifer Martin,6,7,20
15-05-2024 17:16,WZ-3352,Bug,Resolved,High,Jennifer Hawkins,Crystal Lam,9,19,18
15-05-2024 11:45,kC-8717,Task,Resolved,High,Spencer Miles,Andre Cortez,7,77,5
11-05-2024 00:42,gg-2035,Story,In Progress,Medium,Benjamin Martinez,Anna Woods,2,93,3
12-05-2024 12:28,zu-0907,Bug,Closed,Medium,Claudia Rice,Darius Perez,8,79,0
15-05-2024 03:40,cf-4609,Task,Open,Medium,Bradley Palmer,Joseph Lewis,9,74,13
11-05-2024 23:27,ax-1894,Bug,In Progress,Low,Mr. Gerald Cox,Thomas Erickson,4,37,7
13-05-2024 14:40,ao-4122,Task,Open,Low,Jessica Kent,Ronnie Sanchez,9,36,9
11-05-2024 01:04,hb-7990,Task,In Progress,Low,Robert Yates,Victor Murphy,8,16,8
15-05-2024 17:07,hR-5933,Task,Open,Low,Jennifer Griffin,Brian Cook,8,73,5
10-05-2024 21:53,Fv-1283,Task,Closed,High,Emily Marsh,Eric Cole,4,42,2
16-05-2024 03:05,dM-2454,Bug,Open,Medium,Diana Gregory,Jason Thomas,5,48,1
18-05-2024 05:56,eZ-8358,Bug,Resolved,Medium,Daniel Bowers,Ann Hensley,7,13,11
14-05-2024 16:37,hI-5737,Story,In Progress,High,Michelle Jones,Kimberly Casey,1,72,7
09-05-2024 21:54,bl-3402,Task,Open,High,Curtis Smith,Charles Allen,9,49,9
18-05-2024 13:04,lV-2181,Bug,In Progress,Medium,Larry Simmons,Brittany Scott,3,9,10
11-05-2024 17:36,Lz-9945,Task,Closed,Low,Steven Martinez,Michelle Allison,6,13,0
11-05-2024 03:31,ET-3041,Story,Resolved,High,Jamie Burke,Jessica Rush,5,34,12
16-05-2024 18:06,Ib-0237,Task,In Progress,High,Amanda West,Scott Cruz,5,87,7
18-05-2024 00:34,Fa-5226,Story,Resolved,Low,Arthur Jackson,Lindsey White,7,8,15
16-05-2024 07:04,PR-5449,Bug,Closed,Medium,Joshua Ford,Brooke Mendoza,7,16,1
18-05-2024 12:54,OP-2553,Task,Open,Medium,Jared Caldwell,Barbara Carter,5,57,0
12-05-2024 19:34,zq-3325,Story,Resolved,Medium,Steven Lee,Timothy Sosa,9,91,1
15-05-2024 01:22,pk-3921,Bug,Resolved,High,Angela Nelson,John Martinez,4,25,18
13-05-2024 20:40,BJ-7569,Bug,Closed,Low,Matthew Patterson,Donna Harrison,9,59,16
12-05-2024 22:41,xE-6665,Task,Resolved,High,Hannah Munoz,Michael Lee,2,54,9
12-05-2024 18:09,OV-0624,Story,Resolved,Medium,Mrs. Laura Harris,Erik Brown II,8,15,18
11-05-2024 16:39,Tx-3879,Bug,In Progress,High,Alexander Turner,Theresa Vargas,9,33,19
18-05-2024 10:32,fS-3927,Task,Resolved,Low,Christina Ross,Andres Simmons,2,68,4
17-05-2024 00:32,av-4213,Bug,Resolved,Medium,Patricia Miller,Annette Johnson,1,72,19
15-05-2024 23:55,tH-1606,Task,Closed,Medium,Jasmin Lewis,Rebecca Hernandez,5,18,18
13-05-2024 11:37,eO-2847,Task,Resolved,High,Laura Marquez,Michelle Cole,1,23,1
13-05-2024 15:33,mw-8662,Story,Closed,Medium,Ethan Rosales,Jeff Garcia,8,35,3
14-05-2024 06:44,wI-6423,Task,Closed,Medium,Justin Sanders,Kevin Cox,3,40,7
10-05-2024 14:15,Ej-7516,Bug,Open,High,Christopher Morse,Michael Phillips,7,65,4
11-05-2024 10:19,Yg-2638,Story,Resolved,Medium,Jacqueline Ramos,Alexa Baker,6,9,11
18-05-2024 05:09,bU-1222,Bug,Resolved,Low,John Coleman,Kyle Boyle,10,85,4
18-05-2024 03:26,eL-9837,Story,Resolved,Medium,Jennifer Howell,Marilyn Osborn,8,90,15
10-05-2024 11:58,pu-6672,Bug,Resolved,Low,Donna Figueroa,Christopher Haynes,8,76,2
13-05-2024 23:53,YB-4007,Story,Open,High,Travis Francis,Christopher Martin,7,41,13
12-05-2024 05:51,xm-8209,Story,Closed,Medium,Sheila Pena,Terri Gonzalez,7,81,1
12-05-2024 10:22,Us-9950,Story,Closed,Low,Michael Bullock,Michael Holmes MD,4,77,18
15-05-2024 17:39,UR-1802,Bug,In Progress,Medium,Kristina Lewis,Clinton Smith,10,62,2
12-05-2024 05:15,DF-1217,Task,In Progress,Medium,Dennis Whitaker,Jennifer Ball,4,65,1
13-05-2024 06:50,Mi-6665,Story,Resolved,High,Sara Dunn,Jonathan Vazquez DVM,1,1,3
17-05-2024 14:03,CU-7825,Task,Resolved,High,Joyce Peters,Anthony Rogers,1,43,4
17-05-2024 01:06,RY-0512,Task,In Progress,Low,Misty Herman,Michelle Holden,6,71,12
12-05-2024 12:48,Zj-2530,Task,In Progress,Medium,Ryan Lynn,Dillon Flores,7,37,14
10-05-2024 07:59,vF-1901,Bug,Resolved,Medium,Richard Cruz,Monique Johnson,5,19,2
16-05-2024 01:25,AQ-2107,Story,Resolved,High,Kellie Ingram,Eric Arias,6,36,9
17-05-2024 20:05,xZ-4445,Task,Resolved,High,Rebecca Greene,Jacqueline Manning,5,65,2
12-05-2024 04:11,yJ-5536,Bug,Open,Low,James Boyer,Jessica Brown MD,4,62,8
11-05-2024 13:10,hU-1819,Bug,Resolved,Medium,Jason Washington,Marcus Mason,2,62,15
09-05-2024 03:46,gZ-9900,Bug,In Progress,Medium,Travis Brady,Misty Davis,9,50,17
17-05-2024 06:22,OA-0278,Task,Resolved,High,Antonio Johnson,Cole Park PhD,7,3,11
18-05-2024 12:13,hr-0627,Story,In Progress,High,Omar Bush,Katrina Downs,2,35,0
09-05-2024 05:05,fB-3147,Bug,Open,High,William Pittman,Adam Davis,2,41,20
12-05-2024 11:18,XF-2079,Task,In Progress,High,April Contreras,Jennifer Miller,8,27,12
12-05-2024 07:43,tP-8067,Task,Closed,High,Stephanie Caldwell,Geoffrey Nelson,5,64,16
11-05-2024 18:36,sl-8586,Bug,Resolved,Medium,Elizabeth Wright,Michael Perez,5,79,19
16-05-2024 08:03,qP-7753,Bug,Closed,High,Christina Wilson,Jonathan Buchanan,8,82,6
09-05-2024 21:52,TG-8274,Story,In Progress,High,Savannah Mullen,Shaun Ross,8,63,1
11-05-2024 17:44,dw-5043,Story,Resolved,Low,Andrew Cooper,Jacqueline Brock,7,52,9
18-05-2024 11:49,DD-1585,Bug,In Progress,High,Heather Jackson,Aaron Guerrero,9,33,20
12-05-2024 22:35,GQ-9000,Bug,Open,Low,Theresa Perry,Amanda Carson,5,65,10
17-05-2024 22:54,Hs-7182,Story,Closed,High,Jessica Lane,Jeffery Peterson,5,99,2
17-05-2024 14:28,Zh-2531,Task,In Progress,Low,Edwin Davis,Amy Ibarra,2,43,10
14-05-2024 15:35,Of-8615,Task,Resolved,High,Tara Sloan,Ian Jones,2,52,0
08-05-2024 22:32,cz-5660,Task,In Progress,High,Makayla White,Jacob Jones,7,76,9
17-05-2024 16:02,WN-1698,Task,Resolved,Medium,Stacey Harris,James Carter,1,9,1
15-05-2024 18:49,MA-7615,Bug,Closed,High,Shannon Schmidt,David Ward,1,26,16
08-05-2024 18:05,eM-1658,Story,Resolved,Low,Jeffery Hall,Martha Patel,3,24,10
08-05-2024 22:09,jY-1483,Bug,In Progress,Medium,Chelsea Bryan,Jason Bell,6,20,7
16-05-2024 18:05,dJ-6652,Bug,Resolved,Medium,Dr. Tyler Deleon Jr.,Steven Nguyen,9,47,15
09-05-2024 01:38,bF-1626,Story,Resolved,High,Anthony Barnes,Thomas Morris,10,72,8
14-05-2024 05:45,TY-7582,Story,Closed,High,George Mccoy,Brooke Macias,7,51,8
09-05-2024 04:13,YE-3603,Story,Open,High,Cory Anderson,Philip Sherman,9,37,9
17-05-2024 17:43,Nu-7613,Task,In Progress,Low,Emily Hunt,Paula Byrd,8,2,8
09-05-2024 16:49,rG-0520,Task,Open,Low,Joyce Nguyen,Kyle Reyes,7,59,5
18-05-2024 06:05,jQ-8721,Task,Open,Low,Craig Dalton,Mr. Ryan Green,4,43,12
13-05-2024 11:16,Gn-1678,Story,Resolved,Low,Lacey Newton,Donald Clark,8,14,16
17-05-2024 22:09,yr-6829,Bug,Open,Medium,Michelle Roberts,Vanessa Smith,10,10,15
18-05-2024 12:47,ri-3919,Story,In Progress,Medium,Thomas Lee,Cynthia Jones,4,45,8
12-05-2024 07:13,FH-8157,Bug,Open,Low,William Carter,Kimberly Velasquez,10,99,0
18-05-2024 05:23,Xf-4139,Bug,Closed,Low,Stephen Sanchez,Kathy Turner,2,41,17
10-05-2024 01:29,Ps-4134,Bug,Closed,Medium,Michael Cross,Ashley Mercado,7,57,4
09-05-2024 20:05,YZ-6844,Story,Resolved,Medium,Patrick Stark,Jill Cooper,7,8,12
09-05-2024 01:02,Wy-0546,Bug,Open,High,Todd Morton,Justin Roberts,1,52,4
16-05-2024 05:50,zq-3527,Task,Resolved,Low,Johnny Hughes,Zachary Sims,3,43,2
12-05-2024 14:14,kl-7009,Task,Closed,High,Brenda Klein,Joy Brown,5,43,15
09-05-2024 05:29,AD-7809,Story,Closed,Low,Andrea Haas,Dr. Vernon Patterson,6,20,3
10-05-2024 16:45,Ki-1476,Bug,Resolved,Medium,Haley Thomas,Richard Walker,1,14,12
13-05-2024 13:43,aD-2134,Story,Closed,Low,Gregory Riley,Theresa Smith,1,32,0
17-05-2024 13:41,Nm-2391,Task,Resolved,High,Eric Stewart,Rachel Shelton,2,79,0
14-05-2024 21:19,zX-4619,Story,Closed,Medium,Tina Johnson,Edwin Maxwell,2,86,6
15-05-2024 16:44,JT-4681,Bug,Closed,Low,Roy Hanson,Michael Edwards,10,31,0
16-05-2024 17:35,ty-8457,Task,Closed,Medium,Ryan Massey,Brooke Case,4,80,20
12-05-2024 07:42,ka-7140,Story,Closed,High,John Gonzalez,Tiffany Rodriguez,8,24,2
09-05-2024 01:38,aG-5713,Bug,Open,High,Alan Watts,Kerri Ford,1,52,19
18-05-2024 14:38,rX-7779,Story,In Progress,Low,Joshua Mueller,Katelyn Wyatt,1,26,20
13-05-2024 18:27,zw-3080,Bug,In Progress,Low,Casey Cabrera,Anthony Harding,4,56,6
13-05-2024 22:39,Eo-0988,Task,Resolved,High,Daniel Johnson,Lauren Walker,3,36,20
15-05-2024 17:57,Si-2303,Story,Closed,Low,Theresa Anderson,Jason Calderon,4,52,4
15-05-2024 09:05,tR-1576,Bug,Open,Medium,Jennifer Vargas,Daniel Parrish,5,73,11
12-05-2024 11:19,wT-6546,Bug,Resolved,Medium,Christopher Hobbs,Cody Mendez,5,62,16
10-05-2024 05:55,rw-1467,Story,In Progress,High,Keith Johnson,Mary Black,10,12,4
16-05-2024 08:16,Rd-4757,Bug,Open,Low,Andrea Bennett,Jennifer Smith,9,69,10
10-05-2024 21:55,Tt-5491,Story,Closed,High,Valerie Dixon,Mary Little,2,31,6
17-05-2024 07:11,FH-0269,Task,In Progress,Medium,Lauren Ortiz,Karen Taylor,8,64,15
15-05-2024 16:16,dQ-6826,Bug,Closed,High,Kevin Young,Michael Smith,3,17,3
09-05-2024 02:46,BC-9690,Task,Resolved,Medium,Hannah Rodriguez,Jesse Williams,6,44,6
11-05-2024 15:38,lN-5927,Story,In Progress,Low,Darrell Owens,Tracy Turner,5,89,16
13-05-2024 05:25,Fy-4020,Bug,Closed,Medium,Amy Pruitt,Roger Allen,4,71,17
09-05-2024 07:19,zw-4000,Task,In Progress,Low,Lisa Lopez,Jaime Mullins,3,95,18
09-05-2024 20:11,wB-9592,Bug,Closed,High,Robert Dixon,Evan Mitchell,3,68,10
13-05-2024 05:43,FQ-3906,Task,Open,Medium,Dr. Jamie Fox,Kristina Burke,7,10,13
09-05-2024 00:46,CA-0673,Story,Open,High,Crystal Hogan,Laura Perkins,6,97,19
11-05-2024 02:09,FT-4605,Bug,Resolved,High,Timothy Barker,Joyce Spears,6,4,7
10-05-2024 22:43,sX-5742,Story,Open,High,Christina Johnston,Michael Gonzalez,8,25,18
12-05-2024 22:07,BQ-9055,Story,Resolved,High,Amber Baker,Kyle Mccarty,8,20,20
12-05-2024 12:44,KA-3083,Task,Resolved,Low,Miranda Lopez,Anthony Phillips,4,53,12
13-05-2024 02:07,QE-8110,Task,Closed,Low,Cody Reed,Mrs. Jennifer Montgomery,1,9,2
09-05-2024 05:59,Nh-6841,Story,Closed,Medium,Shelby Rice,Timothy Lutz,5,70,15
17-05-2024 10:11,fU-8299,Bug,In Progress,Low,Melissa Bell,Emily Smith,4,33,13
09-05-2024 09:11,VX-0797,Task,Closed,High,Angela Rich,Tiffany Friedman,6,70,2
08-05-2024 19:04,mj-9624,Task,Resolved,High,Darren Turner,Geoffrey Gibson,4,36,16
14-05-2024 21:15,Yd-2273,Bug,In Progress,Medium,Timothy Steele,Amanda Howard,2,100,13
12-05-2024 00:54,Yl-8586,Task,Resolved,Low,Jenny Bowen,Joshua Fuller,8,87,16
13-05-2024 14:42,cj-7654,Task,Closed,Low,Kara Fitzgerald,Leah Waters,9,84,0
16-05-2024 16:32,BB-2930,Story,In Progress,Medium,Whitney Hanna,Sarah Morris,8,89,1
16-05-2024 01:49,yJ-8237,Task,Open,Low,Crystal Lewis,Jasmine Carey,4,39,5
16-05-2024 10:19,IF-6145,Story,Open,High,Marissa Murphy,Cheryl Walker,8,32,7
10-05-2024 02:22,LD-8265,Bug,In Progress,Medium,Jeremy Russo,Robert Sanchez,9,62,11
18-05-2024 06:50,UM-7280,Task,In Progress,Medium,Robert Koch,Dale Salazar,7,48,5
11-05-2024 02:12,kD-9623,Bug,Resolved,High,Jimmy Chung,Daniel Hogan,5,41,18
14-05-2024 10:34,BL-5148,Story,Resolved,Medium,Tracy Morales,Melissa George,1,65,14
16-05-2024 01:14,dJ-2184,Task,Open,High,Joshua Reid,Zachary Maldonado,6,27,10
10-05-2024 20:51,cb-9252,Bug,In Progress,Medium,Tammy Rios,Elizabeth Schultz,8,93,10
17-05-2024 00:40,yu-8031,Bug,Resolved,Medium,Frances Beck,Elizabeth Blevins,6,8,15
15-05-2024 20:09,fY-9893,Bug,In Progress,Medium,Melissa Pacheco,Theresa Skinner,2,28,9
11-05-2024 09:17,VG-5081,Story,Resolved,High,Kaitlyn Padilla,Mark Morales,5,10,14
17-05-2024 16:03,mA-7214,Story,Closed,Low,Victor Kelly,George Jones,7,50,19
09-05-2024 17:48,Bj-9593,Story,Resolved,Medium,Justin Hendrix,Steven Burton,3,65,9
17-05-2024 01:31,ov-0616,Story,Resolved,Medium,Victoria Sanchez,Jennifer Griffin,1,25,8
12-05-2024 23:55,Kt-7587,Story,Open,High,Lisa Hansen,Crystal Rose,9,58,8
15-05-2024 06:21,DO-9709,Task,In Progress,Low,Laura Wilson,Rebecca Chavez,2,45,3
10-05-2024 23:36,Uh-2039,Story,In Progress,Medium,Ashley Wilson,Madison Bentley,5,30,11
17-05-2024 09:24,nO-8849,Story,In Progress,Medium,Susan Tanner,Annette Brooks,5,95,14
15-05-2024 06:28,ej-5689,Bug,Closed,Medium,Karen Baker,Lauren Phelps,7,12,10
17-05-2024 14:22,gh-9323,Story,Open,Medium,Teresa Hudson,Scott Brown,8,54,2
13-05-2024 08:05,Qs-6030,Story,Open,Low,Miranda Moore,Robert Ward,8,12,4
15-05-2024 07:07,GC-0259,Task,Closed,Medium,Jason Jordan,Jose Huynh,6,39,20
15-05-2024 00:47,Po-1175,Task,Open,High,Wesley Walker,Robert Bryant,7,17,7
